job_title,company_name,details_link,job_text
Data Scientist,AUREXIA Consulting,https://www.indeed.hk/viewjob?jk=608c233395777324,"Aurexia is a European and Asian based business consulting boutique dedicated solely to the financial service industry. We deliver innovative solutions in all financial areas: CIB, Asset Management Securities Services, Wealth Management/Private banking and Finance and Risk.

Utilising our business expertise, quality and creativity we partner with clients to solve their most complex problems, delivering their highest priority and strategic initiatives.

Priding ourselves on forcing our clients to think differently about their business and their most significant issues, as a result helping them successfully increase revenue, manage risk and regulatory change, reduce costs and enhance control

At Aurexia, we believe that we all develop faster when working together as an integrated team including clients for this reason collaboration and knowledge sharing are key cornerstones of our principles. We are also conscious that it takes more than exciting and challenging projects to keep our people happy and stimulated at work. That’s why we are constantly investing in our culture; working at Aurexia you will get a unique opportunity to participate in our internal life and make a real difference in our development. We strive to find the right balance for our people in order to deliver excellent client services while enabling you to carve out your career without giving up your personal priorities.

We are growing fast and are looking for like minded people to come and join us on the journey.

What you will be doing as a Data Scientist :

Design and create complex algorithms, build models, and prototype solutions for multiple projects and stakeholders within a global organisation working towards business and consumer insight
You will work closely with a small team recently brought together to bring inhouse the consumer insight analytics.
You will be versed in using machine learning and large-scale data mining techniques to discover and identify actionable patterns in data and develop hypotheses and models
You will help design hypothesis tests, oversee execution, and perform rigorous statistical evaluation of the results to produce actionable insights
Manage stakeholders and guide them in unlocking the value in their data
You should champion the scientific method and strive for excellence in results at all times, balanced with working in an ‘Agile’ way to achieve rapid turnaround
Required experience:

Demonstrated experience using technology such as R, Python or similar to analyse, transform and visualize big data
Ability to build models (such as linear regression, logistic, Markov models etc.) and use machine learning techniques
Focus, resilience and a passion for problem solving. Able to easily continue to find solutions and work towards goals when setbacks occur
Strong knowledge of data/analytical tools, including Excel, database querying (SQL), relational databases; aptitude and willingness to learn new tools quickly
Hands-on use of big data in large and complex projects using Hadoop, Spark would be a plus
Work Experience and Education Guidelines:

Degree in Statistics, Mathematics, Data Science, Engineering, Economics, or similar
Experience in a role focused on statistical modelling, econometrics, marketing attribution, data science or similar
Passionate about data, models and visualizations
Excellent problem-solving skills, self-motivated with the capacity to work under pressure and tight deadlines
Previous experience with SAS a big plus"
Data scientist,Libbler,https://www.indeed.hk/viewjob?jk=a08880d50ab5b9b2,"Hedge fund
Hong Kong
Full time
About
Well established hedge fund is seeking an experienced data scientist to join their team in Hong Kong.
To apply, please send your CV to talents@libbler.com quoting the job reference number.

Requirements
5+ years of experience as data scientist
Strong academic background in relevant field - PhD preferred
Minimum experience: 5 years
Industry experience:
Asset management ,
Hedge funds ,
Investment banking
Role experience:
Data scientist
Language(s):

KEY EXPERTISE
Machine learning
Python
JOB REF ID
yXZJGJK"
Data Scientist - Hong Kong,Payments & Cards Network,https://www.indeed.hk/viewjob?jk=5fb4aa72442e34e1,"Our client is coding the future of commerce with a leading platform powered by artificial intelligence and big data. Founded and developed by data scientists and aerospace engineers, they have one critical mission: make commerce safe. The world’s largest banks, payment providers and retailers use this machine learning technology to manage risks associated with banking and shopping, whether it’s in person, online or via mobile devices.
You are a curious person, driven by the willing of wanting to learn and looking for answers for challenging problems. You are a good-humored team player, someone who’s reliable and accountable. You care for the quality of your work and for the success of the product you help developing.
Responsibilities:
Understanding the data which our clients provide to us
Cleaning that data and validating that it is correct
Preprocessing the data, usually by using a mixture of shell scripts and a programming language such as Python, Java, Scala, etc
Iteratively computing features and tuning parameters to improve the quality of the model
Communicating your findings to the project manager and assisting him/her in decision making on the Data Science part of the project
Work together with the data scientists and engineers from our clients
A minimum of 30% travel is required


Qualifications:
Masters Degree
Proficient in Machine Learning (training and testing, avoiding overfit, etc.)
Knowledge of Big Data technologies such as Spark, Hadoop and related
Proficiency in bash, Python and either Java or Scala
Knowledge of resource monitoring and runtime optimization (both at JVM and OS level) - knowledge of statistics or data visualization is a plus
Knowledge of Random Forests is a plus
Ability to communicate your findings in a clear way"
data & customer analytics - big data - 75k,Randstad,https://www.indeed.hk/viewjob?jk=13c203c3f98410a1,"Our client, an established US based company, is looking for a Data Scientist to join its growing analytics team. In this role, flexibility and aptitude is key. Outside of key Python requirements, we are really just looking for the best and brightest. As a Data Scientist, you will support a variety of initiatives spanning marketing, sales, and operations. Great opportunity to be hands-on and make an impact in an organization where you’ll be rewarded for results.

Position Responsibilities
Identify and assess key opportunity areas where data and science can enhance and improve existing products, by increasing efficiency of processes and accuracy of model/analytical results
Develop detailed plans for achieving desired analytics deliverables and product goals, including impact assessment to revenue and costs
Devise, develop, test and deploy new data models to expand current solution packages
Effectively engage and partner with other analytic team members, engineering, product management and sales to drive the implementation of models in an efficient and scaled manner
Drive the production of analytic capabilities in data management, modeling and algorithms
Be an innovator with demonstrated ability to craft a data science vision, get people excited by ideas and get them quickly to market via existing or new products
Position Qualifications
MS in Computer Science, Statistics, Applied Mathematics, AI, or related areas
Experience in applying data and science to improve products and services
Experience in the consumer web, consumer goods or retail functional areas preferred
Solid and proven background in data mining, statistical analysis, segmentation and modeling
Ability to grasp complex concepts and develop clear, concise, synthesized recommendations backed by data and analyses
Experience in manipulating large data sets and analyzing them to identify actionable insights
Fluency in analytical tools such as R, SAS, etc.
Understanding of programming languages like SQL, C/C++/Java and scripting languages like Python/Perl
Experience in designing, executing and measuring A/B tests for optimization models
Exceptional collaborative, communication and presentation skills with the ability to work well across the organization driving overall shareholder value
Strong initiative, high energy, hands-on and impeccable integrity
If you are interested to apply, please press ""Apply Now"" below or come visit our website at Randstad HK. For more details, feel free to contact Pearl Ku at 2232 3477."
Lead Data Scientist,KOS International Limited,https://www.indeed.hk/viewjob?jk=5aa9869c685cbc0b,"Job Description
About Our Client
Our client is one of the leading regional assistance service provider and a sister company with a well-known insurance firm. To provide better services for their customers with the business strategy and adoption of the new technology development planning, they are seeking a solid experience Data Scientist to join their dedicated IT team.

About the Role
Reporting to the COO, you will be the key contributor to take charge and ownership of all aspects of the development of AI for the company. You will study & design statistical and machine learning models in new & existing systems, designing the frameworks & procedures for data transferring and model inferencing, train and implement the models to meet specific needs of the company. You will also be responsible to research and find out every potential applications of AI in the business and operation of the company to save cost, increase efficiency and ultimately create more value.

Requirements
Degree in Statistics, Mathematics, Computer Science, or related discipline (PhD is preferred)
Minimum 5 years solid experience in data analysis, data mining, AI, computer vision, etc.
Solid foundation of probability and statistics with knowledge of estimation theory, time series, multivariate statistics and linear models
Good scripting in Python or related languages
Strong knowledge of C/C++ and familiar with new feature versions, STL and Boost
Good knowledge of deep learning and machine learning frameworks, GPU acceleration with experience in CUDA and cuDNN (an advantage)
Have knowledge of Scala and distributed calculation (Spark or Hadoop) is preferred
Excellent research and analysis skills and creative thoughts
Strong ethical compass and able to work independently & committed to the job
Good communication and interpersonal skills
Fluency in both spoken and written English and Chinese"
Data Scientist (1 year contract),AXA General Insurance,https://www.indeed.hk/viewjob?jk=436f43b338369a6c,"Data Scientist (1 year contract) (1800071X)
PRIMARY LOCATION : HONG KONG
ORGANIZATION : AXA Hong Kong Life and General Insurance
CONTRACT TYPE : Limited Term
DESCRIPTION

Big data/ Data ModellingInnovate & develop predictive models and statistically rigorous advanced model scripts to support data science & analytics initiatives on AI, machine learning/ deep learningPerform advanced analytics using statistical techniques & algorithms to facilitating effective targeting, segmentation, and identification of opportunities around cross-sell / up-sell, retention and marketing program optimizationAbility to perform the big data analytics processes on massive data sets from different data sources: explanatory and targeted data analyses, generate and test working hypotheses, analyze historical data and identify features & signalsCaptures, tracks and dynamically diagnose models-in-use for effectiveness (e.g. Gradient boosting tree, Random forest, Neural Network etc.)Work with business partners and external vendors / partners on acquiring and compiling new external data sources for the enrichment of big data analytics database

Data VisualizationManage BI solution development and implementation for various MI reporting (e.g. Tableau)

Customer Insights into business applicationCommercialization of insights from data scientists under a customer-centric, need-based context and turn into campaign opportunities to business lines and distribution models

Project ManagementAdhoc strategy projects covering big data platform development, customer segmentation, customer campaigns, business strategy reviews etc.

QUALIFICATIONS
Graduate or advanced degree qualifications in quantitative related subjects (e.g. Statistics, Maths, Engineering, Actuarial, etc).3+ years of relevant working experience in data analytics field as statistician / analyst / data scientistGood knowledge of predictive modelling, big data analysis, and data science projects: machine learning, statistical modeling, and data mining techniques & algorithms (e.g. logistic regression, linear regression, random forest, neural network, cluster analysis, time series, survival analysis etc.)Solid experience in scripting/programming language like Python, R, SAS, SQLFamiliar with Hadoop, Hue, Spark, HIVE and any BI tool (e.g. Tableau) will be advantageHave exposure to Cloud solution such as AWS, Azure etcSound experience in Blockchain technology is a plusPrevious exposure to / knowledge of insurance industry will be an assetProactive and with a can-do attitudeGood command of English, Cantonese and preferably MandarinCandidate with less experience will be offered as Data Analyst/ Senior Data Analyst grade


ABOUT AXA

Would you like to wake up every day driven and inspired by our noble mission and to work together as one global team to empower people to live a better life? Here at AXA we strive to lead the transformation of our industry. We are looking for talented individuals who come from varied backgrounds, think differently and want to be part of this exciting transformation by challenging the status quo so we can push AXA - a leading global brand and one of the most innovative companies in our industry - onto even greater things.

In
 a fast-evolving world and with a presence in 64 countries, our 166,000 employees and exclusive distributors anticipate change to offer services and solutions tailored to the current and future needs of our 103 million customers.
AXA 
Hong Kong, a member of the AXA Group, prides itself of serving over 1 million customers in Hong Kong and Macau. Besides being one of the largest health protection providers in Hong Kong, it is also the number 1 General Insurance provider1 and a market leader in motor insurance.

AXA Hong Kong is committed to helping its customers achieve stability and prosperity through providing a comprehensive range of life, health, property and casualty protection, as well as wealth management and retirement solutions.
We believe it is our inherent responsibility to support the communities we operate in, hence creating a sustainable business via constant and considerable contribution in the dimensions of health, environment and the community.

AXA is an equal opportunity employer. We are committed to promote Diversity and Inclusion (D&I;) by creating a work environment where all employees are treated with dignity, respect, and where individual differences are valued. We welcome and treasure diverse profiles to join our big family, and to build an inclusive culture together which allows everyone to maximize their personal potential.

1Based
 on 2013 Office of the Commissioner of Insurance market share statistics

WHAT WE OFFER

We offer excellent career prospects and attractive remuneration package to the right candidates."
"Associate Consultant/ Consultant, Health Advisory Team, Hong Kong",Mercer,https://www.indeed.hk/viewjob?jk=b6796590896aff93,"The role will be responsible for generating and delivering health consulting solutions which will include:
Integral part in the delivery of a wide variety of regional & local benefits consulting projects including benefit audit and assessment, scheme funding review, health analytics and health & wellbeing strategies.
Identification and driving of innovative first to market initiatives – including integrated health & wellness solutions and participation in development of intellectual capital
Account management responsibilities for key regional & global benefit client accounts, and provide support on larger strategic accounts
Support delivery of local health consulting solutions for key markets & clients (identify opportunities & delivery of solutions).
JOB RESPONSIBILITIES
Global and Regional account management responsibility for multinational clients and support on Strategic Key Multinational accounts:
Project manage their regional benefit arrangements across Asia or globally; including supporting renewal process with local countries & coordinating collation of information. Maintaining active contact with all stakeholders.
Understand & identify issues faced by client and support resolution.
Establish strong client relationships, demonstrating an ability to deliver and present in a clear, logical framework.
Understand solutions offered by Mercer to be able to have high level discussion with clients.
Support Delivery of Consulting Projects
Ability to understand the deliverables and take the necessary steps to complete first draft.
Proactively manage the timeline to ensure all stakeholders provide the information in a timely fashion.
Produce benchmarking reports for clients against internally sourced peer data.
Projects to be delivered in a concise, clear and client tailored way; to be able to “story tell” effectively
Ability to absorb market knowledge effectively and deliver projects in multiple markets across Asia.
Contributing to sales initiatives and consulting projects such as benefit plan redesign, benchmarking studies (both qualitative and quantitative), alternative funding arrangements (pooling, captive arrangements), health & wellness strategies, analytics style projects
Support delivery of local health consulting solutions for key markets & clients
Actively support the development of a strong consulting brand locally (in a selected country).
Act as the Consulting support for this country – Partner with Senior Regional Consultant to assist with local health issues, benefit needs, opportunities, challenges, upcoming health care and legislative agenda, training requirements for local team and building up a market presence/brand. Bring consulting discipline to large broking accounts, consulting opportunities identified, sold and delivered locally.
Activities in the above encompasses the development of the benefit or total rewards strategy, vendor evaluations, selection and review, evolving the existing health programs, onsite clinic reviews, care management and wellbeing strategies.
Identification and support driving innovative first to market initiatives
Identify and have knowledge of trends in the market
Understand client challenges and develop ideas on how these can be addressed
Contribute to the development of these ideas and those generated by the consulting team
Opportunity to work on forward thinking projects in respect of data analytics alongside our data scientist
JOB REQUIREMENTS
University or College graduate or 5 years or more of industry experience
Equivalent consulting experience
Good communication skills, analytical, good presentation skills, can interpret data, understand funding arrangements, plan designs, health management best practices
Optional: brokerage license
Optional: Actuarial background (ASA, FSA, or equivalent)
Personal data collected will be used for recruitment purpose only."
Data Scientist,Cigna,https://www.indeed.hk/viewjob?jk=7aacb2221f980565,"We are looking for a full stack data scientist to join the innovation and insights team. This person will be focused on developing tools and analytics to drive the team’s analytics and modeling capabilities forward. The ideal candidate will have the opportunity to leverage their statistical and modeling skills to help evolve our value proposition and to improve customer experiences. This person will be a critical member of the team and will be key in defining Cigna Hong Kong’s data science and analytics capabilities strategy and roadmap.

The ideal candidate will collaborate with teams across the business to understand their needs and then design and implement modeling and analysis that solves these needs. This position requires a foundation in statistical analysis (both exploratory and confirmatory), data visualization, and a sincere passion for modeling and analyzing the complex systems towards evolving the health insurance industry.

Job Responsibilities:
Perform analysis on large sets of data by using a combination of SAS and other open source like Python or R
Collaborate with business units across organization to identify their needs, define analytical solutions and provide key insights with actionable recommendations
Develop propensity or predictive models through data mining methodologies e.g. clustering or logistic regression; Build machine learning products.
Build reports and visualizations to present data, generate actionable insights from disparate sources of data
Establish data tools to tackle questions at scale
Support the evolution of data pipelines and be involved in making sure we have high quality data for analytics purposes
Qualifications
Master’s degree or PhD in Data Science, Computer Science, Information System, Statistics or in a data- and modeling-heavy discipline
5-10 years working experience in insurance industry and/or data analytics areas; proven records in working within and structuring large data sets
Knowledge of analytics, data visualization and statistical modelling like propensity/ predictive model
Excellent programming skills in SAS, Python and/or R
Hand-on experience or in-depth knowledge with Machine Learning and Artificial Intelligence will be highly preferred
High technical aptitude, problem solving abilities, motivation, and passion for data discovery
Strong analytical minds and problem-solving skills; detail oriented with passion to deliver high quality data analytic works
Good team player with good communication and interpersonal skills
Fluent in English communication and presentation is a must
Able to and willing to strive in a fast paced environment
Broad understanding of database design and data integration in various ways (web API, secure cloud infrastructure) is a plus
An interest in health is a plus"
Bank Data Scientist,Conners Recruitment,https://www.indeed.hk/viewjob?jk=c5fab6eadf872dc9,"Our client, a reputable retail bank with wide coverage in Hong Kong and China markets, is now seeking creative thinking Data Scientist professionals to join them for business expansion.

Responsibilities:

Work in Marketing Department
Design and implement big data analytics projects
Spotlight patterns of customer behaviors and transactions to discover actionable business leads
Liaise with other internal users to make use of Big Data analysis for business expansion and customer retention purposes
Develop and create predictive models by data clustering, regression and decision tree modelling
Present decision analytics results to management with easy-to-understand management reports


Desired Skills & Experience:
Requirements

Degree or above education, preferably in Mathematics, Statistics, MIS, I.T. or equivalent
Relevant work experiences of minimum 5 years managing Big Data to make business decisions
Creative thinking, like new ideas, think-out-of-the box attitudes with keen interest to explore new patterns and new initiatives from existing works
Deep knowledge and proven track record of analyzing Big Data or multiple sources data
Highly proficient in analytical tools, such as SAS, R, Python, Matlab, etc. Knowledge in Hadoop, Spark and Teradata is big advantage.
Proficient in Chinese and English


Interested parties please direct contact johnny[at]connersconsulting[dot]com

To apply, please send your detailed resume or contact Johnny at 3996 8091 for a confidential discussion.

Only shortlisted candidates will be notified

All data collected will be used for recruitment purpose only & will be used strictly confidential.

Conners Consulting Limited

Room 2005 Kai Tak Commercial Building 317 Des Voeux Road Central Hong Kong

Tel: (852) 3996 8090

Website: www.connersconsulting.com"
"Data Scientist, senior level",Terminal 1,https://www.indeed.hk/viewjob?jk=5096f6cd99709c3f,"Responsibilities
Responsible for the analytics pipeline from data extraction and processing to model creation and result visualisation
Conduct data analysis and create algorithms to predict probabilities
Lead researches in the application of AI for stakeholders
Identify what data is available and relevant from internal and eternal sources
Design data collection, integration and retention requirements
Work with the engineering team to design and implement data-driven systems

Requirements
Hands on experience (minimum 6 years) with machine learning models using Python or R
Experience with one of the following tools: Tensorflow, XGboost, Torch7
Data Visualization skills
Great communication skills in English AND Cantonese or Mandarin"
"Data Scientist, Director- Financial Services APAC- HKD80k",Cogs Agency HK,https://www.indeed.hk/viewjob?jk=1ab9ad946450576f,"My client is a well- recognized investment firm with a global reach. They provide investment solutions of all asset classes for their client to achieve their financial goals. Technology, data science, and innovation is the essential to drive effective investment decisions. They are looking to hire a Data Scientist, Director, to help enhancing such capabilities.
Responsibilities:
Collaborate seamlessly with global teams to incorporate data analytics, deep learning, Natural Language Processing (NLP), machine learning techniques to develop new investment strategies and products of all asset classes (equities, fixed- income, multi- asset)
Design and develop new tools to determine human behavioural insights on investment strategies and purchasing behaviours
Requirements:
Education background (Masters/PhD) in Statistics, Biology, Mathematics, or other relevant disciplines
Solid experience in data science, machine learning, Natural Language Processing (NLP)
Knowledge in investment products, market trends, and overall financial landscapes
For confidential discussions please contact Dennis Law via dennis.law@cogsageny.com, thanks."
Lead Data Scientist,KOS INTERNATIONAL LIMITED,https://www.indeed.hk/viewjob?jk=1a8c852b03b3111c,"About Our ClientOur client is one of the leading regional assistance service provider and a sister company with a well-known insurance firm. To provide better services for their customers with the business strategy and adoption of the new technology development planning, they are seeking a solid experience Data Scientist to join their dedicated IT team. About the RoleReporting to the COO, you will be the key contributor to take charge and ownership of all aspects of the development of AI for the company. You will study & design statistical and machine learning models in new & existing systems, designing the frameworks & procedures for data transferring and model inferencing, train and implement the models to meet specific needs of the company.

You will also be responsible to research and find out every potential applications of AI in the business and operation of the company to save cost, increase efficiency and ultimately create more value. RequirementsDegree in Statistics, Mathematics, Computer Science, or related discipline (PhD is preferred)Minimum 5 years solid experience in data analysis, data mining, AI, computer vision, etc.Solid foundation of probability and statistics with knowledge of estimation theory, time series, multivariate statistics and linear modelsGood scripting in Python or related languagesStrong knowledge of C/C++ and familiar with new feature versions, STL and BoostGood knowledge of deep learning and machine learning frameworks, GPU acceleration with experience in CUDA and cuDNN (an advantage)Have knowledge of Scala and distributed calculation (Spark or Hadoop) is preferredExcellent research and analysis skills and creative thoughtsStrong ethical compass and able to work independently & committed to the jobGood communication and interpersonal skillsFluency in both spoken and written English and ChineseClick ""Apply Now"" to apply for this position or call Teresa Chan at +852 3180 4916 for a confidential discussion. All information collected will be kept in strict confidence and will be used for recruitment purpose only."
Data Scientist,Hotmob Limited,https://www.indeed.hk/viewjob?jk=a59b9777a43f6a69,"About Hotmob Limited

Established in 2007, Hotmob (www.hot-mob.com) is the leading mobile marketing company that operates the largest Hybrid Mobile Marketplace in the region.
Hotmob is committed to offer premium advertising and data-driven mobile marketing solutions, with the facilitation of proprietary advertising technologies and robust ad-serving platforms to meet the growing demand from businesses across Asia.
Hotmob is truly dedicated to deliver innovation and thought leadership in mobile advertising, and our business is built on best-of-the-class solutions to bring value to local and global clients.

Responsibilities

Architect, implement and deploy new data models and data processes in production
Elicit and analyze the requirements to come up with a mobile strategy and present meaningful solutions to clients
Enhance data collection processes to include data from 1st and 3rd party systems relevant for developing analytics systems
Preparation of Visual Prototypes and solution components to provide visual model of solution
Develop, improve and iterate on machine learning techniques and data mining methodology
Develop tools for tracking, analyzing and reporting data from multiple sources and for diverse business needs
Provide recommendations to the management and account servicing team
Build automated models and visualizations tools to uncover patterns, optimize service offering and improve business model

Requirements:
Masters or Bachelors in relevant field (Data Mining, Computer Science, Mathematics, Statistics, Physics etc.)
Big Data Architecture, Visualization, Mining, Management, Governance, Integration.
Solid mathematical foundation and machine learning algorithm skills, proficient in common data structures and algorithms
Strong quantitative or engineering background
Ability to code (Preferably Python) and good knowledge of SQL
Experience in working with Big Data technologies (such as Apache Beam and Spark) is definitely a plus

Benefits:
COMPETITIVE PACKAGE
5 days’ working
Comfortable working environment
Performance Bonus
Medical Insurance and Training Allowance
Flexible working hours
Interested candidates please send your resume, date of availability, current and expected salary to: jobs@hot-mob.com"
Data Scientist,BO LE ASSOCIATES LIMITED,https://www.indeed.hk/viewjob?jk=b53af974c7587e92,"Bó Lè Associates is the largest executive search firm in Asia with a well-developed network of 14 wholly-owned local offices and 380+ staff in the region (Beijing, Chengdu, Chongqing, Dalian, Guangzhou, Shanghai, Shenzhen, Suzhou, Tianjin, Hong Kong, Taipei, Bangkok, Jakarta and Kuala Lumpur). We have 330+ experienced consultants and researchers, and 50+ support staff including Finance and Accounting, IT, in-house Recruitment and Training, and Marketing and Communication specialists. We have been ranked No. 1 in China and Indonesia, and also in the top three in Malaysia and the Philippines. Bó Lè Leaders is the wholly-owned subsidiary of RGF, the world’s fifth largest and Japan’s largest HR service provider.

Our top 10 clients are all Fortune 100 companies. Bó Lè Leaders has been recognized as a leader and top provider of quality services. We were globally voted as one of the “Top 10 Executive Search Firm in 2012” in a survey conducted by TopExecutiveSearchFirms.com. For more information, please visit our website at www.bo-le.com.

Job Overview We are looking for a Data Scientist who will support our product, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They also must be well versed in data modelling, machine learning and AI algorithms and creating data sets for AI/ML based outcomes. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. Responsibilities

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing, sales, network optimisation and business strategies.
Develop custom data models, statistical modelling and algorithms to apply to data sets for data analytics, AI and ML purposed.
Use predictive modelling to increase and optimize customer experiences, revenue generation, and other business outcomes.
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Qualifications

Strong problem solving skills with an emphasis on product development.
Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.
Experience working with and creating data architectures.
Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, game theory, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
Experience analyzing data from 3rd party providers: Google Analytics, Site Catalyst, Coremetrics, Adwords, Crimson Hexagon, Facebook Insights, etc.
Can work with both structured and unstructured data.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience in building propensity and attribution models.
A drive to learn and master new technologies and techniques.
3-7 years of experience of working with data and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field, and is familiar with the following software/tools

Good to have:
Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.
Experience visualizing/presenting data for stakeholders using: Periscope, alteryx, SAS, tableau, D3, ggplot, etc.
Excellent written and verbal communication skills for coordinating across teams and presenting results to non data savvy executives"
Data Scientist,RADICA SYSTEMS LIMITED,https://www.indeed.hk/viewjob?jk=f1621540076157c1,"We love DATA, we believe DATA can make our life more beautiful! Radica is a Big Data Solution Provider that offers secured, easy-to-use and quality data-driven solutions to the enterprises who are early technology adopters in the new era of marketing, helping them fully leverage the power of data for business growth. In the past 17 years. Radica has been evolving from an award-winning email marketing solution provider to a big data solution provider, and offers a series of data collaboration and e-communication platforms as well as strategic consulting services. Our clients include Fortune 500 companies, publicly listed companies and international luxury brands worldwide. In cope with our fast business expansion in Hong Kong and the Southern China, we are aggressively hiring technical and business talents to join us! If you love to work with a team of creative, passionate and energetic professionals, please send us your CV now! www.radicasys.com Wanna learn more about What We Do? Check out here: Video

WHAT YOU'LL DO:
Construct data science workflow and modeling on top of huge historical campaign/response data
Devise technical data analytic or data science solutions to open business problem
Cleanse, process, verify and transform clients’ data into analytics-friendly format
Select, build and optimize different data prediction models according to the clients’ business objectives
Implement data science and data analytic models in common languages
Communicate analytics results in a clear and easy-to-understand manner yet with technical details
Construct, manage and monitor the healthiness of clients’ database
Prepare data visualization reports and analytical dashboards to draw out insights for the clients
Standardize analytics methodology and architect to improve working efficiency
Do ad-hoc analysis when necessary
Work with peer data scientists and other data analysts in the team
Maintain data privacy and governance in strict confidence for the company and for the customer

WHAT BASIC QUALIFICATIONS YOU NEED TO GET:
University graduate with Computer Science or Engineering is preferred but not a must, with 3-5 years of relevant experience.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, SVM, Decision Forests, etc.
Experience in common data science toolkits, such as R, Python, Hadoop, etc.
Excellence in at least one of these is highly desirable Strong oral, written, and interpersonal communication skills
Experience in data visualization tools such as Tableau
Proficiency in using query languages such as SQL, Hive, Pig
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience in Computer/ Data Graph Analysis is preferable
Experience in deep learning on unstructured data will be a bonus
Candidates with less experience will be considered as Data Analyst

~~~~ We love DATA, we believe DATA can make our life more beautiful! ~~~~~~~~~
Interested parties please click hr@radicasys.com
Data held by the company relating to employment applications will be kept confidential and used only for processing applications. Applications who are not contacted within 1 month may consider their applications unsuccessful.
All personal data of unsuccessful applicants will be retained for a maximum period of two years and may refer suitable applicants to other vacancies within the company."
Solution Engineer / Data Scientist (AI),KOS International Limited,https://www.indeed.hk/viewjob?jk=e7cb1180cf9ef7ca,"Job Description

About Our Client
Our client is one of the leading regional assistance service provider and a sister company with a well-known insurance firm. To provide better services for their customers with the business strategy and adoption of the new technology development planning, they are seeking an AI experienced engineer to join their dedicated IT team.

About the Role
Reporting to the COO, you will be focusing on the implementation aspects of AI solutions. You will be responsible to create platforms for visualizing data analysis & modelling results with user-friendly interfaces, develop algorithms & models, modify & improve mainstream open-source ML frameworks for better performance, as well setup connection & build APIs between existing and new systems. You will also be assisting in monitoring project progress and documentations.

Requirements
Degree in Computer Science, Information Technology, or relevant discipline
2-3 years' hands-on programming experience in HTML, PHP, JavaScript, etc.)
Experience in scripting language (e.g. Python) and statically typed language (JAVA preferred)
Familiar with data structures and algorithms, Linux environment & common development tools, version management tools & testing frameworks
Knowledge of GPU acceleration & experience in CUDA is an advantage
Familiar with SQL, Spark and/or Hadoop
Good knowledge and understanding of statistics & machine learning and experience in data analysis & open-source ML frameworks are preferred
Good communication and presentation skills
Self-motivated, liable with good interpersonal skills
Fluency in both spoken and written English and Chinese"
Data Scientist,Conners Recruitment,https://www.indeed.hk/viewjob?jk=7058f4fee559761a,"Responsibilities

Responsible for the design & implementation of big data analytics projects
Uncover patterns by integrating, exploring and mining structured and unstructured data
Collaborate with business users across organization to assess their needs & define analytical strategy
Develop predictive models by means of clustering, logistic regression and decision tree model
Generate reports and present key insights to management with actionable recommendations


Desired Skills & Experience:
Requirements

University graduate in Statistics, Mathematics or Computer Science
Minimum of 5 years' experience in data mining &/or machine learning
Proficient in analytical tools such as SAS, R, Python, Perl, Matlab or other tools appropriate for large scale analysis of numerical and textual data
Experience in data management tools such as Hadoop, Spark or Teradata is an advantage
Able to work independently, creative and detail-oriented
Excellent communication and interpersonal skills in English and Chinese


To apply, please send your detailed resume or contact Ernest WU at 2851 7763 for a confidential discussion.

Only shortlisted candidates will be notified.

All data collected will be used for recruitment purpose only & will be used strictly confidential.

Conners Consulting Limited

2005 Kai Tak Commercial Building 317 Des Voeux Road Central Hong Kong

Tel: (852) 3996 8090

Website: www.connersconsulting.com"
